Fehezanteny,Sokajinteny
"""Ary rehefa maty ny masoandro, ka maizina dia maizina ny andro, dia, indro, nisy fatana fandoroana mivoa-tsetroka sy fanilo mirehitra, izay nandeha namaky teo anelanelan'ireo zavatra voasasaka ireo.""",Mpampitohy Tambinteny Matoanteny Mpanoritra Anarana Kianteny Matoanteny Kianteny Matoanteny Mpanoritra Anarana Kianteny Tenim-piotanana Matoanteny Anarana Anarana Matoanteny Anarana Mpampitohy Anarana Matoanteny Mpisolo Matoanteny Matoanteny Tambinteny Tambinteny Mpisolo Anarana Anarana Mpisolo
"""Tamin'izany andro izany Jehovah nanao fanekena tamin'i Abrama ka nanao hoe: Ny taranakao efa nomeko ity tany ity hatrany amin'ny onin'i Egypta ka hatrany amin'ny ony lehibe, dia ny ony Eofrata, dia ny Kenita sy ny Kenizita sy ny Kadmonita ary ny Hetita sy ny Perizita sy ny Refaita ary ny Amorita sy ny Kananita sy ny Girgasita ary ny Jebosita.""",Mpampiankina Mpisolo Anarana Mpisolo Anarana Matoanteny Anarana Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Kianteny Mpanoritra Anarana Tambinteny Matoanteny Mpisolo Anarana Mpisolo Tambinteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana Kianteny Tambinteny Mpampiankina Mpanoritra Anarana Mpamaritra Kianteny Mpanoritra Anarana Anarana Kianteny Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana
"""Ary ny Amorita sy ny Kananita sy ny Girgasita ary ny Jebosita.""",Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpampitohy Mpanoritra Anarana
"""Ary Saray, vadin'i Abrama, tsy mba niteraka; ary izy nanana mpanompovavy Egyptiana, Hagara no anarany.""",Mpampitohy Anarana Anarana Mpanoritra Anarana Tambinteny Kianteny Matoanteny Mpampitohy Mpisolo Matoanteny Anarana Anarana Anarana Kianteny Matoanteny
"""Ary hoy Saray tamin'i Abrama: Indro, efa tsy nanome zanaka ahy Jehovah; masìna ianao, mivadia amin'ny mpanompovaviko; angamba hahazo zaza aminy aho.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tenim-piotanana Tambinteny Tambinteny Matoanteny Anarana Mpisolo Anarana Mpamaritra Mpisolo Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Matoanteny Anarana Mpampiankina Mpisolo
"""Dia neken'i Abrama ny tenin'i Saray.""",Mpampitohy Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpanoritra Anarana
"""Ary rehefa nonina folo taona teo amin'ny tany Kanana Abrama, dia nalain'i Saray, vadin'i Abrama, Hagara Egyptiana mpanompovaviny, ka nomeny an'i Abrama vadiny mba hovadiny.""",Mpampitohy Tambinteny Matoanteny Mpamaritra Anarana Tambinteny Mpampiankina Mpanoritra Anarana Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Anarana Mpanoritra Anarana Anarana Anarana Anarana Kianteny Matoanteny Tambinteny Mpanoritra Anarana Anarana Kianteny Matoanteny
"""Dia nivady tamin'i Hagara izy, ka nanan'anaka ravehivavy; ary rehefa hitany fa efa manan'anaka izy, dia nataony toy ny tsinontsinona ny tompovaviny.""",Mpampitohy Matoanteny Mpampiankina Mpanoritra Anarana Mpisolo Kianteny Matoanteny Anarana Anarana Mpampitohy Tambinteny Matoanteny Tambinteny Tambinteny Matoanteny Anarana Mpisolo Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpanoritra Anarana
"""Ary hoy Saray tamin'i Abrama: Hanody anao anie ny fahoriako; fa efa nomeko ho andefimandrinao ny mpanompovaviko, ary nony hitany fa efa manan'anaka izy, dia nataony toy ny tsinontsinona aho; Jehovah anie hitsara ahy sy ianao.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Matoanteny Mpisolo Kianteny Mpanoritra Anarana Tambinteny Tambinteny Matoanteny Kianteny Anarana Mpanoritra Anarana Mpampitohy Mpampitohy Matoanteny Tambinteny Tambinteny Matoanteny Anarana Mpisolo Kianteny Matoanteny Mpampiankina Mpanoritra Anarana Mpisolo Anarana Kianteny Matoanteny Mpisolo Mpampitohy Mpisolo
"""Ary hoy Abrama tamin'i Saray: Indro, eo an-tananao ihany ny mpanompovavinao; ataovy aminy izay sitraponao.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tenim-piotanana Tambinteny Tambinteny Anarana Tambinteny Mpanoritra Anarana Matoanteny Mpampiankina Mpisolo Anarana
"""Ary raha nampahorin'i Saray Hagara, dia nandositra ny tavany izy.""",Mpampitohy Mpampitohy Matoanteny Mpanoritra Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Mpisolo
"""Ary Ilay Anjelin'i Jehovah nahita azy teo anilan'ny loharano anankiray tany an-efitra, dia teo anilan'ilay loharano eo amin'ny lalana mankany Sora.""",Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Matoanteny Mpisolo Tambinteny Tambinteny Mpanoritra Anarana Mpamaritra Tambinteny Tambinteny Anarana Kianteny Tambinteny Tambinteny Mpanoritra Anarana Tambinteny Mpampiankina Mpanoritra Anarana Matoanteny Anarana
"""Ary hoy Izy: Ry Hagara, andevovavin'i Saray, avy taiza ianao? Ary hankaiza? Ary hoy izy; Mandositra ny tavan'i Saray tompovaviko aho.""",Mpampitohy Mpamaritra Mpisolo Kianteny Anarana Anarana Mpanoritra Anarana Mpamaritra Mpisolo Mpisolo Mpampitohy Matoanteny Mpampitohy Mpamaritra Mpisolo Matoanteny Mpanoritra Anarana Mpanoritra Anarana Anarana Mpisolo
"""Ary hoy Ilay Anjelin'i Jehovah taminy: Miverena any amin'ny tompovavinao ka miareta izay ataony aminao.""",Mpampitohy Mpamaritra Mpanoritra Anarana Mpanoritra Anarana Mpampiankina Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Mpisolo Matoanteny Mpisolo
"""Ary hoy koa Ilay Anjelin'i Jehovah taminy: Hataoko maro indrindra ny taranakao, ka tsy ho azo isaina izy noho ny hamaroany.""",Mpampitohy Mpamaritra Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Mpampiankina Matoanteny Mpamaritra Tambinteny Mpanoritra Anarana Kianteny Tambinteny Kianteny Matoanteny Matoanteny Mpisolo Mpampitohy Mpanoritra Anarana
"""Ary hoy indray Ilay Anjelin'i Jehovah taminy: Indro, manan'anaka ianao ka hiteraka zazalahy, ary ny anarany hataonao hoe Isimaela, satria efa nihaino ny fahorianao Jehovah.""",Mpampitohy Mpamaritra Tambinteny Mpanoritra Anarana Mpanoritra Anarana Mpampiankina Tenim-piotanana Matoanteny Anarana Mpisolo Kianteny Matoanteny Anarana Mpampitohy Mpanoritra Anarana Matoanteny Tambinteny Anarana Mpampitohy Tambinteny Matoanteny Mpanoritra Anarana Anarana
"""Ary izy ho lehilahy toy ny boriki-dia; ny tànany hamely ny olona rehetra, ary ny tanan'ny olona rehetra kosa hamely azy; ary honina eo tandrifin'ny rahalahiny rehetra izy.""",Mpampitohy Mpisolo Kianteny Anarana Mpampiankina Mpanoritra Anarana Anarana Mpanoritra Anarana Matoanteny Mpanoritra Anarana Mpamaritra Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Mpamaritra Mpampitohy Matoanteny Mpisolo Mpampitohy Matoanteny Tambinteny Tambinteny Mpanoritra Anarana Mpamaritra Mpisolo
"""Ary Hagara nanao ny anaran'i Jehovah, Izay niteny taminy hoe: Hianao no Andriamanitra Izay mahita; fa hoy izy: Tsy teto va no mbola velona aho aorian'ny fahitana?""",Mpampitohy Anarana Matoanteny Mpanoritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Mpampiankina Tambinteny Matoanteny Kianteny Anarana Mpisolo Matoanteny Tambinteny Mpamaritra Mpisolo Tambinteny Tambinteny Kianteny Kianteny Tambinteny Mpamaritra Mpisolo Tambinteny Mpanoritra Anarana
"""Izany no nanaovana ny lavaka fantsakana hoe: Bera-lahai-roy; indro, eo anelanelan'i Kadesy sy Bareda izany.""",Mpisolo Kianteny Matoanteny Mpanoritra Anarana Anarana Tambinteny Anarana Anarana Anarana Tenim-piotanana Tambinteny Tambinteny Mpanoritra Anarana Mpampitohy Anarana Mpisolo
"""Ary Hagara dia niteraka zazalahy tamin'i Abrama; ary ny anaran'ny zanany izay naterany dia nataon'i Abrama hoe Isimaela.""",Mpampitohy Anarana Kianteny Matoanteny Anarana Mpampiankina Mpanoritra Anarana Mpampitohy Mpanoritra Anarana Mpanoritra Anarana Mpisolo Matoanteny Kianteny Matoanteny Mpanoritra Anarana Tambinteny Anarana
"""Ary efa enina amby valo-polo taona Abrama, raha Hagara niteraka an'Isimaela taminy.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Anarana Mpampitohy Anarana Matoanteny Tambinteny Anarana Mpampiankina
"""Ary rehefa sivy amby sivi-folo taona Abrama, dia nisehoan'i Jehovah izy ka nitenenany hoe: Izaho no Andriamanitra Tsitoha; mandehana eo anatrehako, ka aoka ho tsy misy tsiny ianao.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Anarana Kianteny Matoanteny Mpanoritra Anarana Mpisolo Kianteny Matoanteny Tambinteny Mpisolo Kianteny Anarana Anarana Matoanteny Tambinteny Tambinteny Kianteny Tenim-piotanana Kianteny Tambinteny Matoanteny Anarana Mpisolo
"""Fa Izaho hanao ny fanekeko ho amiko sy ho aminao ary hahamaro anao indrindra.""",Tambinteny Mpisolo Matoanteny Mpanoritra Anarana Kianteny Mpisolo Mpampitohy Kianteny Mpisolo Mpampitohy Matoanteny Mpisolo Tambinteny
"""Dia niankohoka Abrama; ary Andriamanitra niteny taminy ka nanao hoe: Raha ny amiko, dia, indro, aminao ny fanekeko, ka ho tonga rain'ny firenena maro ianao.""",Mpampitohy Matoanteny Anarana Mpampitohy Anarana Matoanteny Mpampiankina Kianteny Matoanteny Tambinteny Mpampitohy Mpanoritra Mpisolo Kianteny Tenim-piotanana Mpisolo Mpanoritra Anarana Kianteny Kianteny Matoanteny Anarana Mpanoritra Anarana Mpamaritra Mpisolo
"""Ary ny anaranao tsy hatao hoe Abrama intsony, fa hatao hoe Abrahama, satria efa nataoko ho rain'ny firenena maro ianao.""",Mpampitohy Mpanoritra Anarana Tambinteny Matoanteny Tambinteny Anarana Tambinteny Tambinteny Matoanteny Tambinteny Anarana Mpampitohy Tambinteny Matoanteny Kianteny Anarana Mpanoritra Anarana Mpamaritra Mpisolo
"""Dia hahamaro ny taranakao indrindra Aho, ka hataoko ho firenena maro ianao; ary hisy mpanjaka hiseho avy aminao.""",Mpampitohy Matoanteny Mpanoritra Anarana Tambinteny Mpisolo Kianteny Matoanteny Kianteny Anarana Mpamaritra Mpisolo Mpampitohy Matoanteny Anarana Matoanteny Mpamaritra Mpisolo
"""Ary haoriko ny fanekeko ho amiko sy ho aminao mbamin'ny taranakao mandimby anao hatramin'ny taranaka fara mandimby, ho fanekena mandrakizay, mba ho Andriamanitrao sy ny taranakao mandimby anao Aho.""",Mpampitohy Matoanteny Mpanoritra Anarana Kianteny Mpisolo Mpampitohy Kianteny Mpisolo Mpampiankina Mpanoritra Anarana Matoanteny Mpisolo Tambinteny Mpanoritra Anarana Anarana Matoanteny Kianteny Anarana Tambinteny Kianteny Kianteny Anarana Mpampitohy Mpanoritra Anarana Matoanteny Mpisolo Mpisolo 
"""Ary homeko anao sy ny taranakao any aorianao ny tany fivahinianao, dia ny tany Kanana rehetra, ho fananana mandrakizay; ary ho Andriamaniny Aho.""",Mpampitohy Matoanteny Mpisolo Mpampitohy Mpanoritra Anarana Tambinteny Tambinteny Mpanoritra Anarana Anarana Kianteny Mpanoritra Anarana Anarana Mpamaritra Kianteny Anarana Tambinteny Mpampitohy Kianteny Anarana Mpisolo 
"""Dia hoy Andriamanitra tamin'i Abrahama: Fa ny aminao kosa, dia hitandrina ny fanekeko ianao, dia ianao sy ny taranakao mandimby anao hatramin'ny taranaka fara mandimby.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Tambinteny Mpanoritra Mpisolo Mpampitohy Kianteny Matoanteny Mpanoritra Anarana Mpisolo Kianteny Mpisolo Mpampitohy Mpanoritra Anarana Matoanteny Mpisolo Tambinteny Mpanoritra Anarana Anarana Matoanteny
"""Ary izao no fanekeko ho amiko sy ho aminareo sy ny taranakao mandimby anao, dia izay hotandremanareo: hoforana ny lehilahy rehetra eo aminareo.""",Mpampitohy Mpisolo Kianteny Anarana Kianteny Mpisolo Mpampitohy Kianteny Mpisolo Mpampitohy Mpanoritra Anarana Matoanteny Mpisolo Kianteny Mpisolo Matoanteny Matoanteny Mpanoritra Anarana Mpamaritra Tambinteny Mpisolo
"""Dia hoforana ianareo; ary ho famantarana ny fanekena ho amiko sy ho aminareo izany.""",Mpampitohy Matoanteny Mpisolo Mpampitohy Kianteny Anarana Mpanoritra Anarana Kianteny Mpisolo Mpampitohy Kianteny Mpisolo Mpisolo
"""Ny zazalahy teraka havaloana eo aminareo no hoforana, dia ny lehilahy rehetra amin'ny taranakareo hatramin'ny fara mandimby: na ny ompikely.""",Mpanoritra Anarana Matoanteny Tambinteny Tambinteny Mpisolo Kianteny Anarana Kianteny Mpanoritra Anarana Mpamaritra Mpampiankina Mpanoritra Anarana Tambinteny Mpanoritra Anarana Anarana Kianteny Mpanoritra Anarana
"""Na izay novidim-bola tamin'ny hafa firenena ka tsy avy amin'ny taranakao.""",Kianteny Mpisolo Matoanteny Anarana Mpampiankina Mpanoritra Mpamaritra Anarana Kianteny Tambinteny Mpamaritra Mpampiankina Mpanoritra Anarana
"""Tsy maintsy hoforana ny ompikelinao sy izay novidinao vola; ary ny fanekeko dia ho ao amin'ny nofonareo ho fanekena mandrakizay.""",Tambinteny Tambinteny Matoanteny Mpanoritra Anarana Mpampitohy Mpisolo Matoanteny Anarana Mpampitohy Mpanoritra Anarana Kianteny Kianteny Tambinteny Mpampiankina Mpanoritra Matoanteny Kianteny Anarana Tambinteny
"""Ary ny lehilahy tsy voafora, izay tsy mbola noforana, dia hofongorana tsy ho amin'ny fireneny; efa nivadika ny fanekeko izy.""",Mpampitohy Mpanoritra Anarana Tambinteny Matoanteny Mpisolo Tambinteny Tambinteny Matoanteny Kianteny Matoanteny Tambinteny Kianteny Mpampiankina Mpanoritra Anarana Tambinteny Matoanteny Mpanoritra Anarana Mpisolo
"""Dia hoy Andriamanitra tamin'i Abrahama: Ny amin'i Saray vadinao, dia tsy mba hataonao Saray intsony ny anarany, fa Saraha no ho anarany.""",Mpampitohy Mpamaritra Anarana Mpampiankina Mpanoritra Anarana Mpanoritra Mpampiankina Mpanoritra Anarana Anarana Kianteny Tambinteny Tambinteny Matoanteny Anarana Tambinteny Mpanoritra Anarana Tambinteny Anarana Kianteny Kianteny Anarana
"""Ary hitahy azy Aho ka hampanana azy zazalahy ho anao; eny, hitahy azy Aho, ka ho tonga firenena maro izy; ary hisy mpanjakan'ny firenena maro avy aminy.""",Mpampitohy Matoanteny Mpisolo Mpisolo Kianteny Matoanteny Mpisolo Anarana Kianteny Mpisolo Tambinteny Matoanteny Mpisolo Mpisolo Kianteny Kianteny Matoanteny Anarana Mpamaritra Mpisolo Mpampitohy Matoanteny Anarana Mpanoritra Anarana Mpamaritra Mpamaritra Mpampiankina
"""Dia niankohoka Abrahama ary nitsiky, dia nanao anakampo hoe: Hiteraka va aho, izay efa zato taona? ary hiteraka va Saraha, izay efa sivi-folo taona?""",Mpampitohy Matoanteny Anarana Mpampitohy Matoanteny Kianteny Matoanteny Anarana Tambinteny Matoanteny Kianteny Mpisolo Mpisolo Tambinteny Mpamaritra Anarana Mpampitohy Matoanteny Kianteny Anarana Mpisolo Tambinteny Mpamaritra Mpamaritra Anarana
"""Ary hoy Abrahama tamin'Andriamanitra : Enga anie ka Isimaela no ho velona eo anatrehanao!""",Mpampitohy Mpamaritra Anarana Mpampiankina Anarana Tenim-piotanana Kianteny Kianteny Anarana Kianteny Kianteny Mpamaritra Tambinteny Tambinteny
"""Ary hoy Andriamanitra: Tsia, fa Saraha vadinao hiteraka zazalahy aminao; ary ny anarany dia hataonao hoe Isaka; ary ny fanekeko haoriko aminy ho fanekena mandrakizay ho an'ny taranany mandimby azy.""",Mpampitohy Mpamaritra Anarana Tambinteny Tambinteny Anarana Anarana Matoanteny Anarana Mpisolo Mpampitohy Mpanoritra Anarana Kianteny Matoanteny Tambinteny Anarana Mpampitohy Mpanoritra Anarana Matoanteny Mpampiankina Kianteny Anarana Tambinteny Kianteny Tambinteny Mpanoritra Anarana Matoanteny Mpisolo
"""Ary ny amin'Isimaela, dia efa nihaino anao Aho; indro, efa nitahy azy Aho ka hahamaro ny taranany sy hampitombo azy indrindra; hiteraka andriana roa ambin'ny folo izy, satria efa notendreko ho firenena lehibe.""",Mpampitohy Mpanoritra Mpampiankina Anarana Kianteny Tambinteny Matoanteny Mpisolo Mpisolo Tenim-piotanana Tambinteny Matoanteny Mpisolo Mpisolo Kianteny Matoanteny Mpanoritra Anarana Mpampitohy Matoanteny Mpisolo Tambinteny Matoanteny Anarana Mpamaritra Anarana Mpanoritra Mpamaritra Mpisolo Mpampitohy Tambinteny Matoanteny Kianteny Anarana Mpamaritra
"""Nefa ny fanekeko haoriko amin'Isaka izay haterak'i Saraha aminao raha avy ny taona toy izao""",Mpampitohy Mpanoritra Anarana Matoanteny Mpampiankina Anarana Mpisolo Matoanteny Mpanoritra Anarana Mpisolo Mpampitohy Mpamaritra Mpanoritra Anarana Mpampiankina Mpisolo
"""Ary rehefa vita ny teny nataony taminy, dia niakatra Andriamanitra niala teo amin'i Abrahama.""",Mpampitohy Tambinteny Matoanteny Mpanoritra Anarana Matoanteny Mpampiankina Kianteny Matoanteny Anarana Matoanteny Tambinteny Mpampiankina Mpanoritra Anarana
"""Koa dia nalain'i Abrahama Isimaela zanany sy ny ompikeliny rehetra mbamin'izay rehetra novidiny vola dia ny lehilahy rehetra tao an-tranony; dia noforany androtrizay indrindra ireo araka izay nolazain'Andriamanitra taminy.""",Mpampitohy Mpampitohy Matoanteny Mpanoritra Anarana Anarana Anarana Mpampitohy Mpanoritra Anarana Mpamaritra Mpampiankina Mpisolo Mpamaritra Matoanteny Anarana Kianteny Mpanoritra Anarana Mpamaritra Tambinteny Tambinteny Anarana Kianteny Matoanteny Tambinteny Tambinteny Mpisolo Mpampiankina Mpisolo Matoanteny Anarana Mpampiankina
"""Ary efa sivy amby sivi-folo taona Abrahama, raha noforana izy.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpamaritra Mpamaritra Anarana Anarana Mpampitohy Matoanteny Mpisolo
"""Ary efa telo ambin'ny folo taona Isimaela zanany, raha noforana izy.""",Mpampitohy Tambinteny Mpamaritra Anarana Mpanoritra Mpamaritra Anarana Anarana Anarana Mpampitohy Matoanteny Mpisolo
"""Androtrizay indrindra no namorana an'i Abrahama sy Isimaela zanany;ary ny lehilahy rehetra tao an-tranony, dia ny ompikely mbamin'izay novidim-bola tamin'ny hafa firenena, dia samy niara-noforana taminy avokoa.""",Tambinteny Tambinteny Kianteny Matoanteny Tambinteny Mpanoritra Anarana Mpampitohy Anarana Anarana Mpampitohy Mpanoritra Anarana Mpamaritra Tambinteny Tambinteny Anarana Kianteny Mpanoritra Anarana Mpampiankina Mpisolo Matoanteny Anarana Mpampiankina Mpanoritra Mpamaritra Anarana Kianteny Mpisolo Matoanteny Matoanteny Mpampiankina Mpamaritra
"""Ary ny lehilahy rehetra tao an-tranony, dia ny ompikely mbamin'izay novidim-bola tamin'ny hafa firenena, dia samy niara-noforana taminy avokoa.""",Mpampitohy Mpanoritra Mpamaritra Tambinteny Tambinteny Anarana Kianteny Mpanoritra Anarana Mpampiankina Mpisolo Matoanteny Anarana Mpampiankina Mpanoritra Mpamaritra Anarana Kianteny Mpisolo Matoanteny Matoanteny Mpampiankina Mpamaritra 
"""Ary Jehovah niseho tamin'i Abrahama teo an-kazo terebintan'i Mamre; ary nipetraka teo am-baravaran'ny lainy izy, raha nafana ny andro; dia nanopy ny masony izy ka niery, ary, indreo, nisy telo lahy nijanona teo tandrifiny, ka nony nahita ireo izy, dia niala teo am-baravaran'ny lainy ka nihazakazaka hitsena azy, dia niankohoka tamin'ny tany ka nanao hoe: Tompo ô, raha mahita fitia eto imasonao aho, masìna ianao, aza dia mandalo ny mpanomponao.""",Mpampitohy Anarana Matoanteny Mpampiankina Mpanoritra Anarana Tambinteny Mpampiankina Anarana Anarana Mpanoritra Anarana Mpampitohy Matoanteny Tambinteny Mpampiankina Anarana Mpanoritra Anarana Mpisolo Mpampitohy Matoanteny Mpanoritra Anarana Kianteny Matoanteny Mpanoritra Anarana Mpisolo Kianteny Matoanteny Mpampitohy Tambinteny Matoanteny Mpamaritra Anarana Matoanteny Tambinteny Anarana Kianteny Mpampitohy Matoanteny Mpisolo Mpisolo Kianteny Matoanteny Tambinteny Tambinteny Anarana Mpanoritra Anarana Kianteny Matoanteny Matoanteny Mpisolo Mpampitohy Matoanteny Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Tambinteny Anarana Tenim-piotanana Mpampitohy Matoanteny Anarana Tambinteny Anarana Mpisolo Matoanteny Mpisolo Kianteny Mpampitohy Matoanteny Mpanoritra Anarana 
"""Aoka hangalana rano kely ianareo hanasana ny tongotrareo; ary aoka mba hiala sasatra kely eo am-pototry ny hazo ianareo; dia haka mofo kely aho hataonareo ody am-bavafo; ary rehefa afaka izany, dia handeha ihany ianareo; fa tonga atỳ amin'ny mpanomponareo ianareo.""",Tenim-piotanana Matoanteny Anarana Mpamaritra Mpisolo Matoanteny Mpanoritra Anarana Mpampitohy Tenim-piotanana Kianteny Matoanteny Mpamaritra Mpamaritra Tambinteny Mpampiankina Anarana Mpanoritra Anarana Mpisolo Kianteny Matoanteny Anarana Mpamaritra Mpisolo Matoanteny Anarana Mpampiankina Anarana Mpampitohy Tambinteny Matoanteny Mpisolo Kianteny Matoanteny Tambinteny Mpisolo Tambinteny Matoanteny Tambinteny Mpampiankina Anarana Mpisolo 
"""Ary hoy izy telo lahy: Ataovy ihany araka izay nolazainao.""",Mpampitohy Mpamaritra Mpisolo Mpamaritra Anarana Matoanteny Tambinteny Mpampiankina Mpisolo Matoanteny
"""Dia nandeha faingana Abrahama nankany an-day tany amin'i Saraha ka nanao hoe: Faingana, makà koba tsara toto intelon'ny famarana; dia fetafetao ka ataovy mofo.""",Mpampitohy Matoanteny Mpamaritra Anarana Tambinteny Anarana Anarana Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Tambinteny Matoanteny Matoanteny Anarana Mpamaritra Anarana Mpamaritra Mpanoritra Anarana Kianteny Matoanteny Kianteny Matoanteny Anarana
"""Ary Abrahama kosa nihazakazaka nankany amin'ny omby, dia naka zanak'omby tanora sady tsara ka nanolotra azy tamin'ny ankizilahy, dia lasa faingana izy hamboatra azy.""",Mpampitohy Anarana Mpampitohy Matoanteny Matoanteny Mpampiankina Mpanoritra Anarana Kianteny Matoanteny Anarana Anarana Anarana Mpampitohy Mpamaritra Kianteny Matoanteny Mpisolo Mpampiankina Mpanoritra Anarana Kianteny Mpamaritra Mpamaritra Mpisolo Matoanteny Mpisolo
